0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,4,3,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,3,1,1,3,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,6,3,6,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,6,4,9,8,6,4,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,2,3,7,11,8,12,10,3,2,0,0,0,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,6,4,4,13,26,22,13,10,8,7,6,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,17,16,20,17,10,14,8,5,15,22,8,1,1,0,0,0,0,0,0,0,0,5,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,15,17,19,32,36,25,8,12,10,5,2,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,8,26,16,13,22,39,23,27,6,13,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,3,0,0,0,1,0,0,0,0,0,1,7,14,22,33,23,37,44,38,18,27,14,8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,15,50,80,28,18,22,20,22,28,16,10,5,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,9,11,28,13,21,18,22,22,20,23,10,8,3,3,1,0,0,0,0,0,0,0,2,1,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,7,29,9,10,11,12,22,46,23,19,15,10,4,2,1,0,0,0,0,0,0,0,2,2,1,0,0
0,1,0,0,1,0,0,0,0,0,1,0,0,2,6,7,4,12,12,17,28,24,23,17,25,6,8,4,5,0,1,0,0,0,0,0,0,4,1,2,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,3,6,5,15,18,13,18,27,14,5,14,3,8,16,8,3,2,2,0,0,0,0,0,0,1,0,0,0,0
0,5,0,1,0,0,0,0,0,0,3,0,11,4,6,12,16,9,8,11,18,3,5,13,3,4,9,10,4,1,1,2,0,4,0,4,3,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,5,3,6,3,8,7,7,13,12,11,28,14,8,17,9,3,0,3,7,5,2,3,2,0,3,2,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,1,2,2,4,3,11,5,13,13,7,7,11,13,6,9,6,5,1,7,0,1,3,2,1,0,4,2,1,0,0,0,0
0,0,0,0,0,0,1,3,0,2,1,2,1,7,2,14,10,6,10,7,8,16,16,7,7,5,3,3,1,0,0,0,0,1,3,1,1,0,0,0,0,0
0,0,0,0,2,7,1,2,1,1,0,2,7,4,3,1,9,8,5,5,6,11,18,10,7,6,3,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,5,3,4,2,3,2,7,3,8,3,1,9,1,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,5,6,6,5,9,3,2,6,3,5,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,5,1,3,5,13,5,1,3,4,0,12,3,4,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,4,1,3,4,3,3,3,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,5,4,1,15,3,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,6,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
