0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,11,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,5,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,6,13,3,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,3,6,7,18,6,1,2,3,4,2,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
0,0,0,0,0,0,0,0,0,0,2,2,4,2,7,3,0,5,3,4,8,10,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,1,0,4,8,8,2,4,8,10,7,5,14,6,2,2,2,3,1,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0
0,0,0,0,0,0,0,0,0,1,1,2,7,6,5,5,5,8,12,12,7,8,9,4,11,7,2,2,1,1,0,0,0,2,0,0,2,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,18,10,18,58,5,3,5,4,4,7,7,2,1,1,0,2,0,1,0,0,0,0,3,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,8,25,10,5,0,2,4,1,9,5,5,6,2,3,5,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,10,6,3,2,3,3,0,2,2,5,4,5,2,0,8,0,2,1,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,1,0,2,3,6,12,14,19,9,9,5,3,5,1,3,3,2,2,3,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,0,2,2,5,15,10,3,14,9,10,10,21,5,4,4,0,4,1,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,1,0,3,12,8,6,6,5,8,10,8,14,6,18,7,7,4,2,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,5,5,3,13,29,11,8,8,19,9,21,18,10,22,6,3,5,1,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1,4,8,1,1,7,1,2,7,6,4,6,10,9,16,25,18,6,4,7,1,15,4,9,2,2,0,0,0,0
0,0,0,0,0,0,0,1,0,2,3,7,2,3,8,3,6,5,2,9,7,5,26,23,16,18,15,18,11,1,0,2,0,1,0,0,1,2,0,1,0,0
0,0,0,0,0,1,6,3,1,0,3,2,2,5,4,5,8,3,4,7,7,6,21,21,26,16,8,5,1,0,0,1,0,0,1,0,1,0,1,1,0,0
0,0,0,0,6,1,0,10,0,0,2,2,2,1,5,3,4,4,10,7,8,7,13,13,8,7,13,2,0,0,0,0,2,0,0,0,2,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,1,10,12,10,34,17,29,12,13,2,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,3,5,9,6,10,4,7,10,22,25,29,23,16,8,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,2,1,6,12,16,9,9,15,18,21,15,30,28,21,9,5,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,10,14,20,17,24,5,22,17,20,11,10,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,3,10,14,4,6,15,11,14,15,16,19,16,22,9,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,5,9,8,9,8,16,6,15,21,17,27,15,6,2,1,1,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,5,8,5,6,10,15,9,9,34,20,6,6,0,1,4,1,2,4,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,1,0,0,0,0,3,1,3,6,3,2,3,7,5,7,13,15,17,9,4,3,1,0,1,1,5,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,3,0,1,5,1,7,6,3,1,6,1,1,0,2,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
